date,open_price,high_price,low_price,close_price,volume,adjclose_price
2017-04-13,22.059999465942383,22.440000534057617,21.979999542236328,22.3799991607666,3663600.0,18.48108673095703
2017-04-17,22.450000762939453,22.950000762939453,22.399999618530277,22.88999938964844,3554500.0,18.90223693847656
2017-04-18,22.84000015258789,22.979999542236328,22.61000061035156,22.84000015258789,1986300.0,18.86094856262207
2017-04-19,22.920000076293945,23.1299991607666,22.76000022888184,22.780000686645508,1680500.0,18.8114013671875
2017-04-20,22.950000762939453,23.43000030517578,22.950000762939453,23.190000534057617,1906600.0,19.14997291564941
2017-04-21,23.239999771118164,23.270000457763672,22.940000534057617,23.190000534057617,1766200.0,19.14997291564941
2017-04-24,23.399999618530277,23.489999771118164,22.959999084472656,23.21999931335449,2716400.0,19.174745559692383
2017-04-25,23.31999969482422,23.489999771118164,23.100000381469727,23.399999618530277,1441700.0,19.323387145996094
2017-04-26,23.420000076293945,23.979999542236328,23.309999465942383,23.649999618530277,2211600.0,19.529834747314453
2017-04-27,23.670000076293945,23.709999084472656,23.040000915527344,23.100000381469727,2970300.0,19.075653076171875
2017-04-28,23.09000015258789,23.09000015258789,22.46999931335449,22.690000534057617,3104300.0,18.73708152770996
2017-05-01,22.770000457763672,23.239999771118164,22.559999465942383,22.780000686645508,2744800.0,18.8114013671875
2017-05-02,22.82999992370605,23.549999237060547,22.739999771118164,23.440000534057617,1788200.0,19.356420516967773
2017-05-03,23.459999084472656,24.0,23.3799991607666,23.96999931335449,3127300.0,19.79408264160156
2017-05-04,23.979999542236328,24.13999938964844,23.530000686645508,23.56999969482422,1464000.0,19.46377182006836
2017-05-05,23.700000762939453,24.01000022888184,23.57999992370605,24.0,1170600.0,19.81886100769043
2017-05-08,24.0,24.46999931335449,23.84000015258789,24.3799991607666,2215700.0,20.13265609741211
2017-05-09,24.32999992370605,24.739999771118164,24.09000015258789,24.489999771118164,1950000.0,20.223493576049805
2017-05-10,24.540000915527344,25.1299991607666,24.440000534057617,24.950000762939453,2409300.0,20.60335731506348
2017-05-11,25.11000061035156,25.309999465942383,24.239999771118164,24.350000381469727,3047700.0,20.107885360717773
2017-05-12,24.280000686645508,24.350000381469727,23.780000686645508,24.030000686645508,1820300.0,19.8436336517334
2017-05-15,24.13999938964844,24.68000030517578,24.100000381469727,24.36000061035156,2139400.0,20.116146087646484
2017-05-16,24.32999992370605,24.51000022888184,23.899999618530277,24.46999931335449,2034700.0,20.206979751586918
2017-05-17,24.46999931335449,24.46999931335449,23.75,23.84000015258789,2207700.0,19.68673515319824
2017-05-18,23.940000534057617,24.049999237060547,23.520000457763672,23.780000686645508,1748200.0,19.637187957763672
2017-05-19,23.799999237060547,24.309999465942383,23.57999992370605,24.21999931335449,2669600.0,20.00053024291992
2017-05-22,24.350000381469727,24.600000381469727,24.040000915527344,24.049999237060547,2455900.0,19.86014938354492
2017-05-23,24.3700008392334,24.3700008392334,22.6299991607666,22.65999984741211,5634800.0,18.71230697631836
2017-05-24,22.61000061035156,22.8700008392334,22.43000030517578,22.709999084472656,2448100.0,18.753597259521484
2017-05-25,23.600000381469727,23.670000076293945,22.729999542236328,23.6200008392334,7738500.0,19.505062103271484
2017-05-26,22.1200008392334,22.40999984741211,21.25,22.21999931335449,14212000.0,18.34896278381348
2017-05-30,22.18000030517578,22.93000030517578,22.170000076293945,22.56999969482422,5679900.0,18.637985229492188
2017-05-31,22.63999938964844,22.700000762939453,21.88999938964844,22.13999938964844,5406500.0,18.28289794921875
2017-06-01,22.149999618530277,22.959999084472656,22.11000061035156,22.780000686645508,3691000.0,18.8114013671875
2017-06-02,22.729999542236328,22.780000686645508,22.350000381469727,22.670000076293945,2350500.0,18.72056770324707
2017-06-05,22.25,22.56999969482422,21.959999084472656,22.479999542236328,1955700.0,18.880136489868164
2017-06-06,22.25,22.36000061035156,21.88999938964844,21.899999618530277,3105400.0,18.39301872253418
2017-06-07,21.959999084472656,22.209999084472656,21.82999992370605,22.040000915527344,2154800.0,18.51060104370117
2017-06-08,22.149999618530277,22.43000030517578,21.32999992370605,21.3700008392334,3618800.0,17.947893142700195
2017-06-09,21.32999992370605,22.09000015258789,21.299999237060547,22.01000022888184,2955700.0,18.48540306091309
2017-06-12,21.940000534057617,22.149999618530277,21.59000015258789,21.709999084472656,3281900.0,18.233442306518555
2017-06-13,21.780000686645508,22.170000076293945,21.56999969482422,21.979999542236328,1918400.0,18.460206985473636
2017-06-14,21.959999084472656,21.959999084472656,21.25,21.6299991607666,2481100.0,18.16625595092773
2017-06-15,21.520000457763672,21.649999618530277,21.13999938964844,21.21999931335449,2321100.0,17.821910858154297
2017-06-16,21.1200008392334,21.170000076293945,20.5,20.59000015258789,3683000.0,17.29279899597168
2017-06-19,20.649999618530277,20.96999931335449,20.350000381469727,20.799999237060547,2133400.0,17.469165802001953
2017-06-20,20.71999931335449,20.780000686645508,20.46999931335449,20.63999938964844,1796200.0,17.334787368774414
2017-06-21,20.65999984741211,20.950000762939453,20.290000915527344,20.459999084472656,2194200.0,17.18361473083496
2017-06-22,20.489999771118164,20.790000915527344,20.440000534057617,20.540000915527344,4211400.0,17.250804901123047
2017-06-23,20.46999931335449,20.65999984741211,20.26000022888184,20.649999618530277,1747800.0,17.343189239501953
2017-06-26,20.670000076293945,21.170000076293945,20.65999984741211,21.1299991607666,2307200.0,17.746320724487305
2017-06-27,21.06999969482422,21.5,21.040000915527344,21.3799991607666,1747200.0,17.956287384033203
2017-06-28,21.5,21.76000022888184,21.43000030517578,21.51000022888184,3161400.0,18.06546974182129
2017-06-29,21.559999465942383,21.780000686645508,21.280000686645508,21.61000061035156,1733200.0,18.14945602416992
2017-06-30,21.75,21.799999237060547,21.38999938964844,21.61000061035156,1151100.0,18.14945602416992
2017-07-03,21.770000457763672,22.0,21.559999465942383,21.600000381469727,1409400.0,18.14105987548828
2017-07-05,21.559999465942383,21.709999084472656,21.3799991607666,21.51000022888184,2684200.0,18.06546974182129
2017-07-06,21.3700008392334,21.540000915527344,21.06999969482422,21.1200008392334,1508300.0,17.737926483154297
2017-07-07,21.149999618530277,21.280000686645508,20.86000061035156,20.90999984741211,1855900.0,17.561553955078125
2017-07-10,20.88999938964844,21.020000457763672,20.790000915527344,20.88999938964844,1646500.0,17.544755935668945
2017-07-11,20.959999084472656,21.06999969482422,20.809999465942383,20.959999084472656,1167700.0,17.603546142578125
2017-07-12,21.149999618530277,21.26000022888184,20.979999542236328,20.989999771118164,1087000.0,17.628742218017578
2017-07-13,21.239999771118164,21.43000030517578,21.040000915527344,21.15999984741211,1749400.0,17.77151870727539
2017-07-14,21.25,21.31999969482422,20.96999931335449,21.020000457763672,1229900.0,17.653940200805664
2017-07-17,21.030000686645508,21.57999992370605,20.979999542236328,21.280000686645508,1729300.0,17.872303009033203
2017-07-18,21.3799991607666,21.38999938964844,20.979999542236328,21.09000015258789,1103200.0,17.712726593017578
2017-07-19,21.149999618530277,21.46999931335449,21.059999465942383,21.350000381469727,972900.0,17.931093215942383
2017-07-20,21.299999237060547,21.34000015258789,21.100000381469727,21.100000381469727,1855700.0,17.721126556396484
2017-07-21,21.13999938964844,21.18000030517578,20.71999931335449,20.780000686645508,3575400.0,17.45237159729004
2017-07-24,20.700000762939453,21.0,20.649999618530277,20.799999237060547,1584300.0,17.469165802001953
2017-07-25,20.989999771118164,21.3700008392334,20.940000534057617,21.26000022888184,2105500.0,17.855506896972656
2017-07-26,21.280000686645508,21.32999992370605,20.950000762939453,21.040000915527344,1769900.0,17.670734405517578
2017-07-27,21.09000015258789,21.76000022888184,21.030000686645508,21.700000762939453,3838400.0,18.225046157836918
2017-07-28,21.63999938964844,21.729999542236328,21.399999618530277,21.5,1234700.0,18.05707359313965
2017-07-31,21.549999237060547,21.76000022888184,21.40999984741211,21.690000534057617,1369400.0,18.21664810180664
2017-08-01,21.690000534057617,21.690000534057617,21.13999938964844,21.36000061035156,3059100.0,17.939491271972656
2017-08-02,21.31999969482422,21.6200008392334,21.270000457763672,21.3799991607666,1116100.0,17.956287384033203
2017-08-03,21.31999969482422,21.81999969482422,21.31999969482422,21.65999984741211,1047900.0,18.191450119018555
2017-08-04,21.780000686645508,22.11000061035156,21.690000534057617,21.93000030517578,1136100.0,18.418216705322266
